證券代碼,Data Field,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31
2069 運錩,月報酬率 %,25.6546,-7.0831,9.8653,9.7958,6.5056,-6.1083,-5.5761,6.496,1.8148,0.5791,-0.1919,-4.0386
2069 運錩,現股當沖比重,6.86,1.84,3.15,5.82,0,2.19,1.93,5.08,0.75,0.44,4.44,4.72
2101 南港,月報酬率 %,0.6873,0.3414,0.6802,5.5744,-5.1199,-2.8668,2.4359,1.058,-3.4902,-1.4465,-1.468,1.6761
2101 南港,現股當沖比重,1.77,1.23,2.6,5.76,1.04,2.98,1.75,14.29,0,2.17,5.09,4.49
2102 泰豐,月報酬率 %,-5.5555,1.5688,28.9575,-6.5869,-5.4486,-6.1018,0.3612,1.4388,1.4336,-2.1127,2.1584,-0.3523
2102 泰豐,現股當沖比重,7.45,2.26,24.34,5.83,0.53,0.31,3.02,13.78,5.88,6.78,0,1.47
2103 台橡,月報酬率 %,-1.2251,2.6357,9.2144,-0.2768,-3.0512,-1.1445,-1.7366,3.0928,-0.1803,-6.0384,1.2539,6.966
2103 台橡,現股當沖比重,3.18,2.9,7.08,3.43,0.98,9.2,2.12,3.16,2.6,3.67,0.98,1.03
2104 國際中橡,月報酬率 %,10.8871,3.8182,-0.35,6.1513,-2.4833,3.7351,-0.4908,6.5789,5.5556,16.6068,23.9397,-7.2848
2104 國際中橡,現股當沖比重,0.88,1.87,1.78,0.46,0,2.79,2.89,2.01,1.15,5.1,25.1,14.64
2105 正新,月報酬率 %,-6.6874,1.3333,2.3027,4.984,-3.9816,-0.6383,-2.5683,6.5898,-0.9424,-0.6545,-0.4943,-1.4902
2105 正新,現股當沖比重,2.48,2.01,0.76,0.75,1.06,2.31,3.9,5.6,4.94,11.44,0.99,5.14
2106 建大,月報酬率 %,-3.9338,4.7413,-1.2345,3.3333,1.6129,-3.5714,-4.2182,3.7593,-1.9669,-4.612,-1.1586,-6.2134
2106 建大,現股當沖比重,1.92,1.01,0.61,0.98,1.01,2.75,0.35,0,0,0.52,0.42,1.35
2107 厚生,月報酬率 %,2.7212,5.9605,-0.9374,7.5709,-0.5863,-1.7698,-2.102,-3.7029,-0.6601,-0.0003,-1.9883,-2.9413
2107 厚生,現股當沖比重,0.85,0.82,0.42,0,0.32,0,0,0,0,3.82,0.46,0
2108 南帝,月報酬率 %,-6.3182,1.628,3.6614,4.4148,3.171,-4.3031,2.5697,0.2088,1.501,-1.1236,0.4544,-0.905
2108 南帝,現股當沖比重,0.48,1.54,1.79,1.04,4.31,1.31,0,0.65,0,0,5.7,0.72
2109 華豐,月報酬率 %,9.8038,-3.1249,1.3824,5.4545,-5.1725,-2.7271,-1.8692,3.8097,1.8352,5.4457,-3.0435,2.6905
2109 華豐,現股當沖比重,14.6,3.1,0,3.21,0,0,0,3.96,0,4.16,0,69.67
2114 鑫永銓,月報酬率 %,-1.1422,-1.1554,0.7791,1.4176,-2.1601,-6.4935,-3.4723,6.9066,2.5674,-1.8285,5.731,14.4987
2114 鑫永銓,現股當沖比重,0,0,2.7,0,0,0.92,0,0.82,0,13.29,0,5.91
2115 六暉-KY,月報酬率 %,-12.0401,5.3232,-3.2492,6.9031,-1.7452,-0.1776,15.6584,-6.4615,-6.5788,5.4579,-5.1145,-2.7559
2115 六暉-KY,現股當沖比重,9.01,3.25,0,0.47,6.62,9.99,3.72,1.09,6.89,6.44,0,0
2201 裕隆,月報酬率 %,-0.0002,-3.0738,2.7983,3.8112,-1.2237,-3.3627,-1.4651,1.4869,-1.4651,-1.5152,-0.3847,-2.7027
2201 裕隆,現股當沖比重,5.04,1.55,0.56,1.29,0.54,9.43,4.69,6.52,3.92,3.93,0.77,2.93
2204 中華,月報酬率 %,8.2827,-2.2387,9.351,0.5237,-3.4724,-1.259,1.4571,2.5136,-3.1134,7.6627,-4.4484,0.5587
2204 中華,現股當沖比重,6.32,0.53,0.19,4.3,1.48,0,1.72,5.61,1.57,3.28,0.9,1.27
2206 三陽工業,月報酬率 %,4.2078,-1.6627,-0.9663,3.4145,1.1793,-0.0001,3.9627,-1.7939,0.5461,-1.4319,3.1477,2.3475
2206 三陽工業,現股當沖比重,1.94,6.62,0.13,0,1.28,0,12.95,0.73,5.54,0.32,8.09,4.12
2207 和泰車,月報酬率 %,-0.2719,0.6821,-2.9811,-1.8155,1.1379,-2.2503,13.5252,-3.422,-0.5418,-3.1336,-1.2657,-0.2849
2207 和泰車,現股當沖比重,3.62,1.66,3.82,3.93,2.77,5.93,4.08,3.01,4.49,17.79,24.83,11.72
2208 台船,月報酬率 %,2.29,2.9848,0.3623,3.2491,-0.3493,-1.4038,-1.7793,-6.5217,1.5502,-3.8167,-3.1747,5.7377
2208 台船,現股當沖比重,1.06,0.2,0,0,0.42,0,4.23,2.24,16.89,0.19,0.37,1.88
2227 裕日車,月報酬率 %,0.5024,-1.75,0.7634,5.303,1.4388,12.5295,28.1512,-6.5573,0.5263,-5.7632,2.2086,-4.9115
2227 裕日車,現股當沖比重,1.88,0,0,4.21,1.76,5.06,16.59,7.69,7.8,4.16,0,1.3
2228 劍麟,月報酬率 %,-9.6104,-6.6094,9.2306,1.1268,-2.7854,-6.5903,-10.1225,1.7064,3.0202,-19.2463,11.6668,-2.9851
2228 劍麟,現股當沖比重,23.36,12.47,5.71,2.94,7.52,5.13,4.29,5.15,7.26,16.51,10.69,7.69
2231 為升,月報酬率 %,-8.9653,-4.7348,-1.7891,2.6315,2.7615,21.305,8.8606,15.407,-5.5419,-1.3335,-4.8648,-4.8411
2231 為升,現股當沖比重,19.28,9.33,7.31,15.02,7.52,32.49,27.73,10.22,23.75,9.59,17.24,11.38
2233 宇隆,月報酬率 %,4.5451,14.8061,-4.8106,29.0323,-14.1666,3.398,-9.1079,-4.9587,10.3261,10.6376,1.4019,11.0599
2233 宇隆,現股當沖比重,0.9,7.24,1.78,12.38,12.39,6.77,8.79,16.66,7.51,10.99,18.05,13.92
2236 百達-KY,月報酬率 %,16.4247,-0.6849,-1.207,-5.061,3.4928,15.453,7.8461,-1.7118,-4.0638,-17.8515,4.5633,-1.4574
2236 百達-KY,現股當沖比重,2.91,2.34,1.65,0,10.57,0,18.63,0,5,1.11,8.7,6.06
2239 英利-KY,月報酬率 %,-3.0304,5.1136,0.2703,0.8084,-16.8449,1.2861,7.3014,-5.9171,6.6038,-3.4266,11.6352,-3.9439
2239 英利-KY,現股當沖比重,1.89,2.72,3.22,3.29,4.92,5.37,2.44,6.06,20.59,19.05,14.61,10.11
2243 宏旭-KY,月報酬率 %,0,0,0,0,0,0,0,0,0,0,47.8788,16.1886
2243 宏旭-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2301 光寶科,月報酬率 %,11.0375,-3.3797,-2.8809,9.1102,1.5536,0.5737,-3.9924,-0.9903,-2.2999,-2.546,-3.2475,-1.5046
2301 光寶科,現股當沖比重,2.37,4.48,4.09,1.27,1.47,3.69,4.07,3.05,5.73,7.11,4.02,13.67
2302 麗正,月報酬率 %,-5.449,-0.3117,2.5,3.8111,-3.6712,-6.5549,-5.2202,-1.8934,-3.8597,1.4598,6.4747,-3.7164
2302 麗正,現股當沖比重,0,0,4.86,19.73,10.06,1.93,0,0,0,0,0,0
2303 聯電,月報酬率 %,-4.2553,1.3334,-0.4386,12.335,-4.3139,-1.2297,3.3193,18.4739,-2.4209,8.2732,-0.3324,3.3334
2303 聯電,現股當沖比重,0.83,2.77,1.88,16.5,1.07,4.67,10.2,23.79,13.3,18.4,14.38,10.97
2305 全友,月報酬率 %,1.8796,-1.5992,12.875,-1.1077,-15.5656,-1.9893,-4.7362,-5.1137,-2.8441,24.8074,-13.4567,7.7031
2305 全友,現股當沖比重,1.39,43.51,19.21,4.17,0,0,0,0,0,0,0,0
2308 台達電,月報酬率 %,-3.904,-0.3125,9.0908,-1.7241,-4.9709,4.6153,-2.3529,0.301,-0.6467,3.115,-5.4381,-7.3482
2308 台達電,現股當沖比重,0.9,2.33,1.49,1.65,0.2,1.26,2.23,3.49,2.09,3.5,1.69,4.86
2312 金寶,月報酬率 %,-4.2194,4.8459,5.4622,0.3984,-5.9524,-4.6412,-2.6549,2.7272,-2.2124,-2.7785,-1.9137,1.4633
2312 金寶,現股當沖比重,3.8,1.54,1.84,2.39,1.77,7.65,1.34,4.88,6.73,3.5,10.68,5.5
2313 華通,月報酬率 %,-8.108,1.6339,7.074,20.4205,9.4763,1.1389,5.1802,6.2098,14.8086,17.0866,3.9938,4.7267
2313 華通,現股當沖比重,11.46,3.11,4.42,16.97,6.31,15.17,9.83,23.68,21.17,19.65,27.66,24.61
2314 台揚,月報酬率 %,-2.6217,-4.6155,-1.2097,14.6939,15.1244,-6.1824,26.8535,-11.6884,8.3035,-1.2262,7.0347,-10.9537
2314 台揚,現股當沖比重,11.25,4.58,2.99,24.46,20.6,30.81,31.85,23.77,21.35,14.64,30.78,23.67
2316 楠梓電,月報酬率 %,-4.2615,5.6378,0.5618,13.1286,-11.1112,1.6668,-7.6502,2.9587,1.724,15.254,-10.3558,-4.7738
2316 楠梓電,現股當沖比重,2.11,0.41,12.28,7.91,4.26,7.55,0,0.35,1.43,36.66,8.35,2.96
2317 鴻海,月報酬率 %,-3.8687,2.6829,-0.5937,6.9298,1.6759,8.5712,4.2509,13.5923,4.34,0.0001,-8.9362,4.6728
2317 鴻海,現股當沖比重,2.75,5.04,3.76,1.81,1.01,8.41,6.96,14.92,7.44,11.59,24.68,15.26
2321 東訊,月報酬率 %,12,24.9998,48.2144,-8.6747,-20.8444,-1.3335,-16.216,-10.4838,13.0629,-4.3826,24.1667,-9.0606
2321 東訊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2323 中環,月報酬率 %,-5.3763,-0.8523,1.7192,16.6195,-4.3477,-4.798,1.3264,4.4501,-2.7569,3.0928,6.2501,5.1765
2323 中環,現股當沖比重,2.41,2.11,3.34,5.39,3.69,41.59,20.78,50.4,31.24,9.46,17.34,10.22
2324 仁寶,月報酬率 %,-3.4577,1.653,2.1679,2.122,2.857,2.0203,-0.495,1.9901,3.6443,8.2292,-1.613,3.9813
2324 仁寶,現股當沖比重,0.43,1.38,0.31,0.52,1.05,1.79,0.53,0.52,5.25,12.27,12.32,15.08
2327 國巨,月報酬率 %,-6.4467,-1.5128,29.6927,-0.5263,9.3915,28.7786,-4.2252,6.8627,8.4908,20.753,9.2784,12.9718
2327 國巨,現股當沖比重,2.51,1.09,10.83,3.2,2.41,24.86,8.23,19.84,17.51,23.65,33.66,11.53
2328 廣宇,月報酬率 %,-18.4482,4.2283,2.2312,9.3254,8.1669,-5.5368,-5.5064,4.6991,5.3859,-2.4985,-9.8566,1.7895
2328 廣宇,現股當沖比重,13.06,26.16,7.42,21.24,17.5,30.35,13.37,30.55,29.42,18.89,27.31,15.28
2329 華泰,月報酬率 %,1.3159,-1.7318,-0.0002,-1.3215,-7.1426,-5.4806,-5.595,-12.2845,7.9852,-6.7122,11.2198,0.8772
2329 華泰,現股當沖比重,5.05,27.95,0,0,0,0,0,0,0,0,0,0
2330 台積電,月報酬率 %,-2.9179,-0.8197,2.2038,1.8869,0,2.91,4.37,6.0534,2.8775,0.9323,0.0002,12.2403
2330 台積電,現股當沖比重,1.4,3.4,0.28,2.48,1.01,1.85,1.35,5.54,3.97,14.04,4.94,8.26
2331 精英,月報酬率 %,-3.3334,19.5399,20.1922,20.8003,-3.5318,-10.0688,3.0534,1.4814,-3.8931,-3.2911,20.9427,2.1645
2331 精英,現股當沖比重,0.21,20.53,19.61,5.06,10.27,7.43,2.15,4.41,2.06,5.75,9.5,11.7
2332 友訊,月報酬率 %,1.4778,4.3689,-3.2559,9.1348,25.1103,-11.6199,-11.1553,6.7265,-6.3026,0.4,2.2934,1.3452
2332 友訊,現股當沖比重,1.02,3.48,6.81,1.1,16.79,12.92,2.05,44,7.16,42.46,10.76,12.13
2337 旺宏,月報酬率 %,-7.5516,14.6038,50.3239,28.8794,41.5833,5.9054,7.0632,15.9721,-1.1978,25.518,14.7271,13.8716
2337 旺宏,現股當沖比重,0,0,0,0,0,0,0,16.55,19,36.34,23.52,37.96
2338 光罩,月報酬率 %,-1.79,4.9816,6.25,44.8801,7.8951,15.6795,0.9034,-6.2687,12.4205,-1.983,2.0229,5.0989
2338 光罩,現股當沖比重,6.66,2.23,1.95,10.24,6.26,30.31,4.51,15.05,5.99,53.07,8.63,9.29
2340 光磊,月報酬率 %,5.2631,-0.3572,1.0752,21.9859,4.3604,-1.1142,3.3802,-3.8148,-0.8603,1.2271,31.2123,-14.3571
2340 光磊,現股當沖比重,4.86,0.31,0.47,3.21,6.85,6.68,4.3,6.26,8.04,3.21,0,13.71
2342 茂矽,月報酬率 %,45.7779,-11.5855,1.7241,31.5255,12.629,-9.382,-18.6868,-3.7269,-1.2904,7.1897,52.4391,-18.6516
2342 茂矽,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2344 華邦電,月報酬率 %,-0.2015,0.7072,28.3852,-12.8908,52.4663,0.294,2.6395,4.2856,0,31.1737,16.6306,-2.0843
2344 華邦電,現股當沖比重,2.21,2.02,26.75,10.27,28.52,35.66,38.57,19.97,28.27,30.74,43.2,16.22
2345 智邦,月報酬率 %,-13.6903,17.0115,11.0021,-0.0001,18.4069,2.3915,-2.0438,15.6483,8.1334,-1.8633,24.5569,-1.2194
2345 智邦,現股當沖比重,7.94,8.4,8.56,6.52,17.15,23.99,16.07,29.15,20.37,16.66,41.16,22.73
2347 聯強,月報酬率 %,-3.2641,-0.3069,0.3078,3.5278,-3.2593,0.1532,5.5047,-1.1594,-1.4664,3.2519,8.0118,4.9451
2347 聯強,現股當沖比重,1.61,0.3,0.32,0.95,0.33,0.28,6.55,0.83,1.78,3.18,3.81,8.35
2348 海悅,月報酬率 %,-13.8755,2.7778,-2.7028,1.1111,-6.5934,2.3528,69.8278,21.6581,-11.822,-8.8327,-1.0379,-5.0698
2348 海悅,現股當沖比重,0,0,0,0,0,0,44.82,0,19.97,9.73,10.77,0
2349 錸德,月報酬率 %,-6.25,-0.0002,1.1764,19.3798,-8.4417,-9.2198,8.0078,-4.5208,-3.4093,-0.196,0.5895,-2.1486
2349 錸德,現股當沖比重,8.6,10.9,5.13,8.57,7.11,10.1,21.4,23.11,0,0,0,0
2351 順德,月報酬率 %,4.6598,-0.2405,10.6152,13.413,-7.7883,2.8154,8.9251,15.0838,3.0745,-0.5283,34.6467,15.2439
2351 順德,現股當沖比重,10.05,1.94,8.84,4.28,1.48,18.51,26.9,18.93,5.71,9.22,34.5,40.86
2352 佳世達,月報酬率 %,15.7895,-2.2728,8.638,-2.1406,9.9999,9.0909,10.1562,9.929,8.7212,-9.6234,0.6945,1.1495
2352 佳世達,現股當沖比重,13.41,5.39,25.84,2.79,5.08,21.7,21.04,10.84,21.42,8.41,17.6,14.19
2353 宏碁,月報酬率 %,-6.8967,-2.963,9.9238,2.4305,-2.3727,-1.0418,15.7896,-3.3337,-3.8933,2.3569,0,2.6316
2353 宏碁,現股當沖比重,1.24,4.42,4.24,20.35,1.54,7.16,17.07,3.98,10.2,16.95,8.78,14.18
2354 鴻準,月報酬率 %,-8.7335,2.0335,3.0482,4.3231,0.8723,-0.5405,-7.3915,7.7466,2.9738,5.5067,-7.6201,8.5875
2354 鴻準,現股當沖比重,3.77,2.58,3.29,4.38,2.02,7.4,4.69,10.06,2.44,27.48,6.69,13.84
2355 敬鵬,月報酬率 %,2.3142,-1.9388,1.9768,-0.8079,0.4886,-0.162,-5.5194,6.5295,-3.7097,-3.6386,6.9726,7.8902
2355 敬鵬,現股當沖比重,6.46,3.32,0.69,3.11,4.77,11.33,3.24,4.5,2.48,2.25,19.66,8.72
2356 英業達,月報酬率 %,-12.7529,2.552,6.3348,-2.9786,-0.2191,-1.3188,-0.4454,10.9621,3.1192,-0.828,-5.4279,3.3113
2356 英業達,現股當沖比重,2.41,11.18,2.06,1.62,2.61,1.31,1.2,6.95,8.82,15.95,18.56,14.96
2357 華碩,月報酬率 %,-4.5207,0.3788,3.0189,1.6485,8.1081,-1.1669,-3.8785,0.8771,-2.2609,-5.2813,-0.8001,5.2419
2357 華碩,現股當沖比重,0.76,1.07,0.25,1.04,0.23,0.86,4.1,3.56,4.34,7.7,24.31,4.64
2358 廷鑫,月報酬率 %,-3.1916,19.0476,-8.3078,7.0471,-8.4639,1.37,0.0001,27.7029,21.164,-8.9517,-7.9705,-3.2171
2358 廷鑫,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2359 所羅門,月報酬率 %,-2.0979,7.1428,3,3.2365,3.4482,7.5757,5.9156,4.3288,-0.536,23.7197,-6.9718,11.7095
2359 所羅門,現股當沖比重,0,2.26,9.13,0.38,2.48,10,10.16,4.12,32.33,19.38,5.41,18.13
2360 致茂,月報酬率 %,-1.3733,-4.5571,8.6205,14.5298,-2.0258,2.7201,-0.1059,3.9234,0.6849,8.3768,1.9323,39.3367
2360 致茂,現股當沖比重,0.7,3.61,2.26,3.16,2,7.72,0.94,3.44,4.78,18.07,18.43,34.4
2362 藍天,月報酬率 %,-3.8064,0,-0.8992,5.2632,-2.7586,-1.9505,0.1807,1.1336,-1.0987,12.9632,-3.4425,5.2631
2362 藍天,現股當沖比重,0.58,0,0.13,3.31,3.27,0,1.82,2.64,0.97,6.72,15.41,4.89
2363 矽統,月報酬率 %,-4.1659,-0.6125,4.9307,14.8311,-6.7775,-7.8189,-0.2978,8.5076,-0.6878,1.2465,2.7361,21.172
2363 矽統,現股當沖比重,3.47,0.42,0.37,14.71,1.87,8.12,7.36,24.97,23.69,16.79,12.23,15.14
2364 倫飛,月報酬率 %,-8.2192,-6.7166,1.6,11.4173,0,-6.3606,-1.8867,-3.0768,-1.5873,0.8062,5.9997,-1.1321
2364 倫飛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2365 昆盈,月報酬率 %,-1.2208,1.6854,-3.2043,3.8814,0,0.3296,-0.9856,-0.6637,-0.1115,5.0168,4.3523,3.764
2365 昆盈,現股當沖比重,3.74,0.16,1.57,5.06,0.61,0.7,0.67,0,2.33,4.62,3.24,3.84
2367 燿華,月報酬率 %,-3.8269,-4.398,3.067,22.742,3.8962,-5.4168,-7.4891,1.4286,0.9391,1.3954,-0.0003,30.7338
2367 燿華,現股當沖比重,0.67,1.29,6.97,27.32,13.84,25.16,14.46,16.14,6.68,12.55,16.77,31.05
2368 金像電,月報酬率 %,6.103,-7.9644,0.4808,10.5263,2.1648,-5.9321,-1.8019,-2.7525,-3.7735,-1.961,-5.1999,8.6497
2368 金像電,現股當沖比重,29.65,2.45,1.08,12.23,37.76,14.2,17.11,4.21,7.35,53.41,4.78,38.6
2369 菱生,月報酬率 %,7.6234,-1.25,-0.844,25.9576,-6.4188,3.249,5.2447,0.6645,0.3189,1.3604,16.7785,-7.4711
2369 菱生,現股當沖比重,1.12,1.59,1.4,11.84,3.1,9.35,9.52,3.4,5.82,4.5,25.54,25.36
2371 大同,月報酬率 %,18.4116,-3.0488,75.5766,-5.0747,-18.2391,-15,-7.2396,28.2925,-3.4219,9.8424,-8.9606,9.449
2371 大同,現股當沖比重,16.19,9.43,35.91,29.9,28.59,18.64,13.3,33.66,28.2,36.13,32.75,20.51
2373 震旦行,月報酬率 %,1.5686,3.282,1.8692,2.0183,7.7339,-3.3388,-0.1727,8.2084,-1.0114,0.8518,12.0495,0.8887
2373 震旦行,現股當沖比重,6.93,2.73,12.72,16.22,0,4.17,4.05,5.79,0.92,0,42,33.15
2374 佳能,月報酬率 %,5.4836,2.7522,0.8929,8.5545,1.9021,6.9333,-4.7381,-0.2616,-0.7873,33.0967,-10.6252,-2.098
2374 佳能,現股當沖比重,3.37,0,1.72,0.29,3.51,4.42,1.24,60.71,8.17,0,14.13,18.59
2375 智寶,月報酬率 %,-0.5989,-1.8072,2.454,-0.2995,3.3033,45.3487,-1.1999,12.9557,-1.4339,3.4546,3.5151,-0.8489
2375 智寶,現股當沖比重,0,0,1.83,2.73,0,0,7.31,9.75,47.26,42.51,4.65,45.16
2376 技嘉,月報酬率 %,1.5646,2.1326,-4.8724,4.3904,-2.1029,-4.6541,-2.8786,5.6701,0.5365,6.4765,-6.9343,22.0912
2376 技嘉,現股當沖比重,1.16,7.71,1.62,2.34,0.7,1.81,4.11,2.74,1.08,10.22,2.5,34.76
2377 微星,月報酬率 %,-6.4908,-13.4118,2.7174,-5.9521,-0.703,-14.3058,15.7025,0.9998,10.8914,-6.6905,-4.5124,12.0429
2377 微星,現股當沖比重,8.42,10.47,6.7,6.01,4.41,13.36,6.54,7.44,8.52,7.33,11.14,20.01
2379 瑞昱,月報酬率 %,-7.4766,3.0304,6.8627,5.046,-5.2399,-5.9909,-1.4705,8.9552,3.1966,3.5395,-4.8368,6.5727
2379 瑞昱,現股當沖比重,3.62,5.96,4.19,8.89,4.32,4.59,7.7,5.24,12.56,6.55,2.57,16.55
2380 虹光,月報酬率 %,-3.264,0.6135,4.8779,9.3023,-6.1172,1.4163,-0.1395,-7.4125,0.9064,-2.9937,5.2473,0.1467
2380 虹光,現股當沖比重,4.86,8.6,2.48,4.25,1.08,6.93,6.14,0,49.49,1.98,1.42,5.95
2382 廣達,月報酬率 %,-7.1877,1.515,5.4728,0.1574,-3.1397,1.2967,10.0799,4.6512,4.3055,-4.0502,1.7468,1.5737
2382 廣達,現股當沖比重,1.86,2.23,0.26,3.88,2.03,1.33,7.38,0.74,2.63,4.48,6.77,11.83
2383 台光電,月報酬率 %,-4.8807,7.3988,21.6666,2.7397,4.8886,2.1188,3.7346,18.0002,1.3558,5.2637,-5.2631,-16.6667
2383 台光電,現股當沖比重,5.37,9.17,16.58,14.55,4.56,29.02,7.12,39.62,17.36,11.81,18.36,21.49
2385 群光,月報酬率 %,-7.0543,-0.1331,-1.7332,-1.7639,6.9063,2.8424,-1.8844,4.2113,1.282,-2.4453,-5.0132,4.8611
2385 群光,現股當沖比重,4.82,2.93,1.2,0.34,1.43,5.51,4.4,3.54,4.41,14.66,3.97,10.14
2387 精元,月報酬率 %,-10,-0.5847,7.0589,4.3953,4.4739,-4.534,11.0816,-2.6128,-0.7317,-7.1255,-3.9681,-7.1753
2387 精元,現股當沖比重,0.44,0.89,1.25,1.39,2.91,2.24,5.88,71.66,52.51,13.07,0,8.19
2388 威盛,月報酬率 %,-10.6195,0,10.8911,1.3393,-0.881,-5.3333,-3.756,-2.7316,10.8325,-8.5971,9.9012,-1.802
2388 威盛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2390 云辰,月報酬率 %,-1.5291,6.2112,-4.386,4.5872,-8.1872,-11.1466,-1.7923,3.6495,-3.521,-5.7558,-6.6148,1.25
2390 云辰,現股當沖比重,12.74,21.72,5.53,3.4,0.91,5.98,2.42,16.86,49.06,34.01,3.18,0.71
2392 正崴,月報酬率 %,-6.8565,1.6668,0.0001,5.0546,2.2107,7.7608,0.8264,-2.1075,-2.0335,4.2824,1.4565,17.3441
2392 正崴,現股當沖比重,2.19,0.46,0.9,3.28,5.62,25.96,8.75,7.07,1.62,2.02,2.41,14.59
2393 億光,月報酬率 %,-2.4135,-0.8599,6.0738,1.0225,-1.6195,-2.2634,1.8946,1.2395,-0.1854,-1.4147,5.6291,-3.7618
2393 億光,現股當沖比重,1.07,2.2,1.28,1.21,2.26,3.45,2.9,7.38,3.11,6.21,7.32,5.98
2395 研華,月報酬率 %,-0.1946,-0.7799,4.1255,-1.3206,-2.868,-3.937,-0.0001,-0.2671,6.0325,-2.6259,-4.2698,-3.2863
2395 研華,現股當沖比重,3.62,0.22,0.2,6.69,0.2,5.96,4.02,8.87,2.89,5.6,5.69,0.96
2397 友通,月報酬率 %,0.5188,6.7077,-2.9015,1.992,8.9846,-1.6129,-6.9218,3.3271,2.5577,12.2984,15.2603,-0.3115
2397 友通,現股當沖比重,0.24,1.93,2.2,0.62,0.8,0,1.92,2.12,0.53,4.31,0,3.38
2399 映泰,月報酬率 %,-9.2427,2.2085,4.8021,6.071,3.1319,26.178,-5.8091,29.9559,12.5424,2.1085,-20.944,8.582
2399 映泰,現股當沖比重,1.67,0,0,18.73,0,28.46,3.82,33.2,18.79,11.16,30.12,16.82
2401 凌陽,月報酬率 %,3.6865,0.889,-0.4407,10.1769,-2.0081,-1.2296,10.7881,7.4906,0.722,20.4299,-2.9761,11.3496
2401 凌陽,現股當沖比重,3.88,15.14,2.84,1.13,1.15,8.37,5.53,13.46,6.46,31.02,13.99,18.91
2402 毅嘉,月報酬率 %,-0.7145,14.3886,1.5724,14.8609,19.1373,-6.1086,-13.735,17.3184,-9.762,4.7494,-6.8011,-11.3512
2402 毅嘉,現股當沖比重,3.84,27.4,3.63,13.22,13.71,14.09,5.49,40.95,18.67,13.11,4.49,35.74
2404 漢唐,月報酬率 %,1.6896,2.3883,4.0567,15.9841,12.269,-3.5927,11.6459,-2.3645,-10.86,-4.4015,-4.9724,4.6512
2404 漢唐,現股當沖比重,0.72,3.24,0.85,4.97,5.29,2.4,14.04,3.07,2.3,3.61,4.46,3.26
2405 浩鑫,月報酬率 %,-7.266,7.5697,8.0247,19.9999,-11.0475,-9.3148,-2.3611,17.7753,8.8297,7.0755,-1.1407,8.5587
2405 浩鑫,現股當沖比重,3.24,2.12,7.73,29.43,19.59,8.49,2.46,29.32,11.81,24.02,64.3,26.98
2406 國碩,月報酬率 %,-5.066,13.689,-2.8569,2.5209,-7.1723,-3.7528,-11.4679,-7.254,-3.0726,-8.0693,11.5987,8.1461
2406 國碩,現股當沖比重,10.91,24.46,12.31,13.62,10.03,12.97,7.32,29.19,13.16,13.85,18.52,13.31
2408 南亞科,月報酬率 %,8.669,8.5396,-0.6211,-5.2082,6.3736,-0.5167,5.7112,10.7678,13.8686,3.6858,33.3848,-5.2144
2408 南亞科,現股當沖比重,10.15,8.72,5.07,4.09,10.48,14.88,8.11,9.18,7.32,9.23,28.68,17.45
2409 友達,月報酬率 %,-4.5835,3.0568,9.322,-5.4262,-2.8689,6.3291,-6.7459,18.2977,-8.6028,1.6393,-2.0161,1.6462
2409 友達,現股當沖比重,4.1,5.24,2.87,9.25,9.87,22.41,16.71,15.1,24.18,22.97,23.05,11.44
2412 中華電,月報酬率 %,-0.4629,-5.5814,0.4925,0,0.9803,-0.9709,5.392,0.4649,-1.0462,2.9412,-0.4762,-1.4354
2412 中華電,現股當沖比重,11.27,6.5,7.71,5.95,1.19,4.53,9.9,7.22,9.51,16.13,31.42,10.45
2413 環科,月報酬率 %,5.357,0.4235,-0.4218,1.6948,-2.5001,0.4272,-1.2765,5.1725,-3.2786,38.9832,21.6464,-5.7644
2413 環科,現股當沖比重,15.69,8.49,7.02,3.56,9.86,3.08,0,4.95,11.67,6.99,18.88,10.84
2414 精技,月報酬率 %,0.6059,4.2168,0.2891,1.7291,5.6658,-2.6809,2.2037,1.3476,1.196,2.2534,4.6833,4.7369
2414 精技,現股當沖比重,0,20.37,0,1.56,3.01,4.8,0,0,0.78,2.5,0,13.99
2415 錩新,月報酬率 %,2.1739,1.7022,20.293,22.261,-5.9744,-1.3613,-13.3437,-1.3859,1.4843,-0.7311,14.6927,-13.8236
2415 錩新,現股當沖比重,6.9,5.24,18.55,14.96,12.3,8.06,9,2.8,28.4,0,58.99,5.2
2417 圓剛,月報酬率 %,-6.9001,14.9301,-1.8692,5.2381,-6.3349,0.0001,-2.4154,6.9303,-1.3846,3.3175,11.9266,6.9671
2417 圓剛,現股當沖比重,1.17,7.34,5.7,12.57,9.9,8.21,4.34,2.58,44.69,12.47,11.02,36.32
