證券代碼,Data Field,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/27,2018/3/31,2018/4/30
1229 聯華,月報酬率 %,-0.7407,2.9851,1.6908,1.1877,6.7174,-0.0001,1.9048,2.8037,0.2274,6.1224,0.2137,8.5289,7.4658,1.4624,1.6218,-0.3544,8.6908,6.8964,8.6585,2.8125,11.2462,3.1416,0.3975,3.4303,-3.3164
1229 聯華,現股當沖比重,0,0.14,0.33,0,0.6,0.16,0.38,0.08,0,3.53,0.37,1.15,6.11,13.35,2.91,0.67,0.35,1.72,21.74,1.3,13.95,10.99,12.83,14.45,2.46
1231 聯華食,月報酬率 %,-1.5203,8.4045,-0.4748,1.272,0.7543,-1.51,0.511,5.0846,0.3228,2.5724,0,8.9339,1.5826,-1.1333,4.8708,-2.1857,5.6008,-4.6377,2.1278,-1.1906,2.1085,1.1798,0.4372,1.3062,0.0002
1231 聯華食,現股當沖比重,0,0.39,0,0,0.53,0,0,4.37,0,0,0.95,0,3.39,9.55,7.73,10.95,0,0,1.94,0,3.82,1.47,0,0,0
1232 大統益,月報酬率 %,0.1267,0.1268,1.2642,4.9937,1.6437,4.6021,0.5943,-0.7091,0.1189,1.0701,2.1178,5.0691,1.7545,-0.3233,3.0271,1.7443,-1.8479,-0.3323,-0.0001,1.2222,-0.9881,1.1087,0.7674,1.088,1.0764
1232 大統益,現股當沖比重,0,0,0,0,0,1.55,0,0,0,0,0,0,2,1.67,0,0,0,0,0,4.63,0,0,0,14.08,0
1233 天仁,月報酬率 %,-1.2986,-2.1052,1.6127,3.3141,-0.4048,0.9484,-0.6709,-1.0808,0.4097,0.136,3.9403,-2.0916,-0.8011,-0.5382,0.2705,-1.5453,1.003,-2.1276,-0.2898,-0.2906,5.1019,-0.6935,-1.8155,7.5391,0.1324
1233 天仁,現股當沖比重,0,0,0,0,0,0,0,0,0,0,9.43,0,0,0,0,0,0,7.71,0,0,8.19,0,1.69,0,18.59
1234 黑松,月報酬率 %,-1.2746,-9.1822,3.1598,4.5595,0.1533,-1.376,0.155,0.3097,-0.3087,0.0002,2.322,1.8155,-1.3375,0.9036,0.1493,0.5494,-1.1024,-0.9555,-0.0001,0.1607,0.9631,-0.7949,0.8012,-0.9539,0.3211
1234 黑松,現股當沖比重,0,4.87,2.92,0.78,2.77,0,0,0,0,0,0,0,0,6.47,0,2.9,6.45,0,0,4.17,2.32,0,0,0,0
1235 興泰,月報酬率 %,1.0916,3.8877,-2.4947,-1.9191,5.8696,14.3736,7.5403,-2.5042,1.1987,1.861,-1.3288,-7.0706,0.7248,2.5179,2.4562,-0.5138,14.1137,1.3574,-0.4465,10.4634,1.3532,-8.9452,-0.1466,1.0278,3.4883
1235 興泰,現股當沖比重,39.03,1.47,0,11.11,3.04,15.74,6.4,4.3,0,0,0,1.12,3.77,16.13,0,1.98,8.64,0,38.46,1.63,16.38,12.48,0,0,0
1236 宏亞,月報酬率 %,-2.8776,-2.2223,1.0102,2.0088,-1.5228,-0.2576,-3.6177,-1.6085,0.2724,-0.0002,1.0869,-2.4193,-3.3058,-1.4245,-0.5779,0.8875,1.7597,-2.0173,-0.8823,0.2967,2.9587,2.2989,-1.9664,0.573,-0.2849
1236 宏亞,現股當沖比重,0,0,0,0,19.87,0,0,0,0,0,0,0,5.55,0,8.52,0,0,0,0,0,0,10.19,0,0,0
1256 鮮活果汁-KY,月報酬率 %,-2.8337,-9.9999,0.4629,-2.3923,54.9018,-6.962,-8.1632,-7.7778,-1.6062,2.449,3.5856,13.846,-5.7432,6.4518,-4.6879,1.187,2.5734,-0.3584,2.8776,-0.6992,1.4086,-1.0417,10.1753,-0.0002,9.8727
1256 鮮活果汁-KY,現股當沖比重,0,0,0,0,0,0,0,23.81,3.7,0,0,0,11.95,4.56,0,0,5.65,10.5,4.88,0,2.49,5,23.87,6.56,19.88
