證券代碼,Data Field,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/30,2016/2/26,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31
2102 泰豐,現股當沖比重,0,0,0,0,0,0,0,1.67,0.35,0.1,1.74,1.53,0,0
2103 台橡,月報酬率 %,-24.5704,0.7435,-2.451,11.8091,-10.337,1.2533,18.5646,3.7577,9.658,4.2204,-5.9859,10.8612,-5.5742,8.1725
2103 台橡,現股當沖比重,6.16,9.86,1.26,3.36,2.32,1.9,0,5.97,3.88,5.48,2.1,6.23,2.33,3.13
2104 國際中橡,月報酬率 %,-6.6461,-5.6111,0.2088,0.0001,-1.8749,-1.9108,-0.8659,3.7119,2.5264,-2.464,-4,1.7542,4.7309,8.8554
2104 國際中橡,現股當沖比重,0,0,0,0,0,0,0,0,0.33,0,0.27,0.16,1.28,3.65
2105 正新,月報酬率 %,-6.3029,-14.4263,3.4482,9.074,-7.1307,-2.5593,-1.6883,11.2597,10.9776,3.7093,-0.1491,0.8957,2.9587,1.2015
2105 正新,現股當沖比重,2.01,1.17,2.14,1.34,2.91,1,1.14,6.06,2.38,2.79,1.4,2.64,1.21,5.68
2106 建大,月報酬率 %,1.5624,-0.8995,7.3061,11.4892,-4.0076,-3.7773,-1.4461,1.8867,5.3499,9.7656,-7.4731,-1.7308,-0.1956,4.7137
2106 建大,現股當沖比重,6.12,4.64,1.83,3.92,0.33,4.71,3.14,12.44,0.21,4.45,0.65,0.98,0.29,0.98
2107 厚生,月報酬率 %,-16.9119,-13.501,-5.0263,2.5068,-6.7934,-3.4986,2.4171,-0.2951,4.4378,-5.6659,-3.904,-0.1804,1.3246,-0.3269
2107 厚生,現股當沖比重,0,0,0,0,0,0,0,0.18,0,3.25,0.28,1.06,0.33,0.5
2108 南帝,月報酬率 %,-13.9374,3.4782,13.4455,1.6667,1.4571,-12.7467,0.4115,0,10.2459,1.6727,-3.2904,-1.5122,4.7985,-2.2791
2108 南帝,現股當沖比重,5.66,3.85,13.82,10.68,8.05,4.4,3.5,5.72,6.42,2.23,8.45,0,1.16,0.73
2109 華豐,月報酬率 %,-7.5676,-1.9839,-0.4049,6.504,-11.8322,-7.7923,7.9812,-1.3043,11.0133,-11.5079,2.2422,0.8771,4.7827,-3.1196
2109 華豐,現股當沖比重,0,0,0,0,0,0,0,0,4.92,0,0,0,3.54,0
2114 鑫永銓,月報酬率 %,-10.9669,-1.5782,10.9328,7.7529,-5.6097,-6.0724,1.7882,8.7838,0.4968,-2.3485,1.139,2.378,4.0687,-0.25
2114 鑫永銓,現股當沖比重,0,0,0,0,0,0,0,0.93,0,0,0,0,1.28,0
2115 六暉-KY,月報酬率 %,-15.7455,1.1142,4.9296,7.749,-5.2512,-0.2409,-6.7634,9.8445,17.2169,-2.0121,0.308,-0.1024,1.0438,19.3206
2115 六暉-KY,現股當沖比重,0,0,0,0,0,0,0,4.26,8.35,1.25,3.06,9.11,0,3.03
2201 裕隆,月報酬率 %,-12.0933,-4.3831,-0.0001,17.1477,-5.5072,-7.3619,-2.3176,0,5.9321,-9.1199,-3.3451,-0.5466,7.069,-3.1747
2201 裕隆,現股當沖比重,2.02,16.81,3.86,3.55,3.39,6.22,8.87,0.6,1.11,0.75,2.59,2.83,2.38,0.39
2204 中華,月報酬率 %,0.2291,-3.7036,4.5251,-0.4328,-10.6518,5.596,-1.8435,0.4695,7.944,-2.1646,6.1949,1.4584,5.3133,-2.4843
2204 中華,現股當沖比重,0.64,0.55,1.33,0.34,2.46,3.34,4.99,1.14,0.86,0,0,0.93,1.16,0.47
2206 三陽工業,月報酬率 %,-9.6773,-8.7054,14.4255,-7.2648,2.5346,-1.1237,-2.9544,0.2342,0.4671,-3.7209,1.4493,-1.4284,4.831,5.0688
2206 三陽工業,現股當沖比重,2.93,3.6,8.66,2.23,3.44,2.84,6.98,6.85,4.96,0,0.86,0.99,1.93,1.63
2207 和泰車,月報酬率 %,-4.9947,-11.6048,-2.2346,9.0001,-7.4703,7.6486,-9.3421,-0.0001,2.7575,-9.8872,-2.3512,1.1237,5.3438,9.6875
2207 和泰車,現股當沖比重,2.08,15.91,7.34,4.08,7.08,7.08,14.04,8.97,9.01,4.31,4.7,3.67,1.95,10.64
2208 台船,月報酬率 %,-5.8044,-11.3971,6.639,7.0038,-6.1819,11.2406,4.1813,1.6722,5.5921,-3.7385,2.2653,-3.7977,0.3068,1.695
2208 台船,現股當沖比重,0,0,0,0,0,0,0,4.09,9.26,0,0.32,0.79,0,0.68
2227 裕日車,月報酬率 %,-0.7987,-13.1593,3.7656,14.9193,0,-1.4034,-15.3026,-2.9412,-10.6063,-2.1793,6.4355,-7.2092,4.0102,4.7901
2227 裕日車,現股當沖比重,7.55,9.33,3.23,3.74,22.61,10.41,6.05,4.66,9.16,0,13.31,0,0,0
2228 劍麟,月報酬率 %,2.5179,-6.8707,23.047,14.6028,-16.3435,4.6358,8.5446,5.8309,7.7133,-1.2789,8.2901,4.3063,3.2011,2.2679
2228 劍麟,現股當沖比重,17.02,18.91,15.33,15.54,7.88,14.25,17.38,13.31,23.73,19.29,13.29,19.93,12.78,13.04
2231 為升,月報酬率 %,-18.6047,7.3015,13.6096,24.8553,-5.6236,1.8135,-3.0535,-2.0998,5.2278,-0.382,-4.8592,-2.9571,7.0636,0.3761
2231 為升,現股當沖比重,20.89,14.27,8.82,10.74,9.76,5.37,14.59,3.09,15.71,7.09,14.49,12.19,5.09,2.52
2233 宇隆,月報酬率 %,-22.1475,-4.1379,-0.7195,21.9202,15.6014,-6.4267,-0.5494,3.5912,1.8667,4.5812,-1.1265,-3.0378,9.7909,-6.4208
2233 宇隆,現股當沖比重,2.19,0,0,0,0,0,0,5.25,7.19,11.69,4.07,2.43,6.19,5.37
2236 百達-KY,月報酬率 %,-26.7538,-19.9676,2.4339,43.4014,5.3391,-4.9315,-7.7809,43.7498,10.6522,0.9825,15.3699,-5.3964,3.3868,8.6208
2236 百達-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239 英利-KY,月報酬率 %,0,0,40.1784,4.4587,17.0733,-0.5208,-0.6803,14.3837,-3.2934,-1.8576,4.101,0,3.0303,23.8177
2239 英利-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,12.05
2243 宏旭-KY,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243 宏旭-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301 光寶科,月報酬率 %,-4.1435,-8.3209,1.3419,11.9204,-0.8875,-4.9254,9.5762,9.8855,2.4773,0.0001,6.8701,5,8.3901,5.7238
2301 光寶科,現股當沖比重,1.12,4.48,3.3,2.2,1.8,2.74,2.7,4.4,4.4,4.29,3.48,7.21,3.5,3.06
2302 麗正,月報酬率 %,1.5422,-16.6561,5.0904,2.6564,-6.2405,-1.2986,-3.1253,-2.7164,6.283,-7.2248,3.3629,-1.3699,7.639,0.8065
2302 麗正,現股當沖比重,0,0,0,0,0,0,0,0,0,1.73,0,0,2.92,2.66
2303 聯電,月報酬率 %,-9.8929,-4.4444,0.4651,10.185,-0.4202,2.1096,5.3721,4.7061,-0.3742,-9.7745,1.6666,3.2787,-1.2693,-3.3613
2303 聯電,現股當沖比重,6.02,10.47,7.67,4.45,2.72,4.19,5.46,6.28,2,2.73,1.76,3.45,5.49,1.12
2305 全友,月報酬率 %,-14.7061,-10.1882,8.726,17.175,-20.8217,-7.0935,-6.89,10.5999,19.5298,3.6309,32.5549,1.4317,9.6634,-5.1485
2305 全友,現股當沖比重,0,0,0,0,0,0,0,0,0,0.52,0,17.39,6.65,10.03
2308 台達電,月報酬率 %,-1.5823,4.8228,-5.5214,7.7922,-5.4418,-0.6392,-9.0033,-4.9469,5.5762,5.6337,-0.0002,4.0001,11.0789,-1.786
2308 台達電,現股當沖比重,5.71,6.84,4.46,2.9,5.02,2.97,4.87,3.39,2.67,3.04,2.13,3.1,2.77,3.44
2312 金寶,月報酬率 %,-13.1878,-0.6035,6.2753,0.9525,-13.0189,4.2298,3.7458,5.8174,0.4741,2.8303,3.211,7.5556,-1.2397,2.4793
2312 金寶,現股當沖比重,1.95,3.27,11.22,5.28,1.79,6.49,3.38,0.7,11.8,0.29,1.57,5.93,5.5,3.63
2313 華通,月報酬率 %,17.7718,4.0865,9.2376,-9.7251,-3.2785,6.7797,-12.9252,2.0833,5.1018,-13.1067,-9.4972,5.5558,3.803,-4.7904
2313 華通,現股當沖比重,11.46,11.74,11.26,10.61,6.62,15.2,11.09,5.23,2.96,8.6,9.64,6.96,11.96,3.21
2314 台揚,月報酬率 %,-22.6852,-12.4551,0.1369,24.4536,-9.8793,40.6819,7.359,-8.8708,-16.637,2.5478,0.7246,0.7195,13.7754,21.5246
2314 台揚,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316 楠梓電,月報酬率 %,-16.1593,-1.3044,8.15,7.9429,-0.3773,0.1896,0.5671,6.9549,4.3934,-13.1315,0.3876,10.2314,-4.7363,-8.5339
2316 楠梓電,現股當沖比重,4.3,12.46,9.43,0,0,0,11.89,2.99,4.07,3.2,1.13,1.52,2.17,3
2317 鴻海,月報酬率 %,-6.4948,1.9845,1.3591,1.1685,-3.0023,-3.8095,-3.2178,-0.2557,8.7179,-9.0802,3.8913,2.9962,6.5454,0.1138
2317 鴻海,現股當沖比重,4.61,3.75,2.61,4.51,4.94,4.94,2.94,6.9,8.6,2.67,1.03,4.34,1.45,2.21
2321 東訊,月報酬率 %,-10.9948,-7.647,-6.3693,51.7005,-17.0404,-10.8109,21.2123,-9.5,-0.5525,-8.3333,-6.0605,36.7743,-3.302,33.1706
2321 東訊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323 中環,月報酬率 %,-15.8469,-13.9611,22.8362,-0.7614,-15.0896,4.2168,-6.0695,11.0771,-3.6012,-5.747,4.8781,9.3022,4.2555,-1.7859
2323 中環,現股當沖比重,0,0,0,0,0,0,0,4.74,3.84,1.41,0.56,1.26,7.29,10.99
2324 仁寶,月報酬率 %,-9.3615,-3.6995,-2.1051,9.1399,-10.8373,2.21,2.9729,2.3621,3.5897,-5.9405,1.0524,5.4689,4.926,-6.2343
2324 仁寶,現股當沖比重,2.52,4.54,3.41,2.75,3.47,5.25,5.87,3.61,5.04,3.54,3.73,2.08,1.54,2.67
2327 國巨,月報酬率 %,-7.0248,2.3331,9.4462,1.7858,-2.1443,5.9763,-1.1279,4.5627,-3.4544,-0.9415,4.3725,0.9314,1.8728,2.6786
2327 國巨,現股當沖比重,2.17,8.27,12.94,9.17,1.16,5.32,2.73,2.21,0.29,0.13,1.91,3.72,0,3.3
2328 廣宇,月報酬率 %,-8.4745,-14.552,2.2221,16.9567,1.4869,-4.7619,-6.1538,3.2788,4.7621,-10.6061,2.1188,2.0745,26.0165,60.6876
2328 廣宇,現股當沖比重,0,0,0,0,0,0,0,5.75,3.17,1.03,2.16,9.3,4.93,18.82
2329 華泰,月報酬率 %,-8.3005,-6.8966,9.7222,-0.4218,-4.2374,2.6549,-2.1552,6.608,7.8513,-5.3641,3.6436,-4.6874,15.1638,-3.5588
2329 華泰,現股當沖比重,4.36,2.16,8.7,20.5,0.45,6.74,10.66,7.1,31.16,0.76,0.94,1.66,0,0
2330 台積電,月報酬率 %,-0.7119,-7.5269,0.7751,5,1.8315,2.8779,-0.6995,4.9295,8.7248,-7.4075,4.3331,7.8403,6.1538,2.029
2330 台積電,現股當沖比重,1.46,3.36,1.06,1.13,1.9,3.01,1.1,1.22,7.49,2.14,2.6,2.95,1.44,1.86
2331 精英,月報酬率 %,-18.9244,-13.3334,6.8682,16.1954,-3.3185,-7.3228,-3.7038,9.9999,-6.2937,-1.4925,-2.7779,-0.5196,-3.5198,-10.9758
2331 精英,現股當沖比重,0.55,1.32,1.22,2.27,0.84,0.98,0,0.6,1.53,1.97,8.42,18.07,0.46,2.45
2332 友訊,月報酬率 %,-17.7907,-7.0297,4.5792,5.3971,4.8307,-5.0692,1.9416,2.8571,-4.6296,-1.942,-0.9899,7.4999,16.3137,-6.1477
2332 友訊,現股當沖比重,0,0,0,0,0,0,0,2.64,1.1,3.88,1.49,4.82,1.32,0.72
2337 旺宏,月報酬率 %,-22.1105,-2.1507,-7.6926,13.5714,-3.5638,3.9132,-19.8744,-1.3053,11.1109,-14.2857,-19.9999,-1.7362,44.1698,2.451
2337 旺宏,現股當沖比重,3.29,9.97,0,0,0,0,0,0,0,0,0,0,0,0
2338 光罩,月報酬率 %,-7.2282,-9.375,15.1724,-6.1077,-2.4234,17.6471,4.4445,3.1915,-6.8038,-1.3273,-4.3724,-0.9381,5.6846,-5.2142
2338 光罩,現股當沖比重,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0
2340 光磊,月報酬率 %,-10.8977,-10.0917,12.472,5.3427,-6.89,3.2889,-0.8955,1.4056,13.8616,-5.2176,3.6697,6.6373,13.0132,9.1634
2340 光磊,現股當沖比重,0,0,0,0,0,0,0,2,1.63,1.48,2.22,0.36,0.42,6.56
2342 茂矽,月報酬率 %,-14.6963,2.9964,-21.4545,6.9444,5.6277,2.4588,3.2001,12.4032,-3.4484,5.3571,-7.1188,-13.5036,-4.2194,-3.0837
2342 茂矽,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344 華邦電,月報酬率 %,-13.985,-3.1654,1.0399,15.7352,-3.4307,3.8157,8.9986,10.1165,-0.2112,-11.3227,2.6256,3.721,7.5112,9.0181
2344 華邦電,現股當沖比重,7.41,11.44,4.04,6.52,7.31,8.67,9.93,6.73,21.78,4.16,7.71,10.62,11.55,9.58
2345 智邦,月報酬率 %,-4.048,5.3639,12.3636,32.0389,33.5786,17.2477,5.9467,-4.4312,8.8098,-14.0625,42.1483,0.4649,33.52,-9.7651
2345 智邦,現股當沖比重,0,0,0,0,0,0,16.75,15.68,14.09,11.39,21.74,18.99,21.33,13.55
2347 聯強,月報酬率 %,-9.7569,-9.0672,-5.2023,4.7255,-7.8603,1.2639,-2.4962,8.4801,-2.2123,-3.3183,1.0921,7.253,8.4891,-2.7364
2347 聯強,現股當沖比重,1.12,4.31,1.5,2.29,0.66,2.33,0.35,0.86,1.86,1.71,7.68,4.28,1.61,3.43
2348 海悅,月報酬率 %,9.9185,-9.7821,0,0,-25.6945,0,0,0,8.4112,5.1724,-2.1312,-11.2227,-11.3206,0.8512
2348 海悅,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349 錸德,月報酬率 %,-12.2323,0.6968,0.6921,1.3746,-2.3726,0.6943,-7.9309,2.6217,-0.3652,3.2966,-9.2198,8.5939,42.8054,-1.2596
2349 錸德,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351 順德,月報酬率 %,-9.7874,-12.4325,1.8519,10.303,2.564,-1.2501,-5.606,9.9615,15.1569,-3.6307,12.088,-5.6022,20.3266,9.0788
2351 順德,現股當沖比重,0,0,0,0,0,0,0,6.87,5.87,3.23,4.09,5.14,5.8,2.8
2352 佳世達,月報酬率 %,-19.3182,5.7799,4.1234,9.4059,8.5973,-8.7499,-6.8494,2.9412,-0.9523,-1.4422,1.9514,9.0909,6.1613,11.6882
2352 佳世達,現股當沖比重,4.12,7.66,6.09,16.67,19.12,3.67,11.06,2.23,4.12,2.41,2.33,3.12,1.9,4.25
2353 宏碁,月報酬率 %,-12.3748,-8.397,7.5001,6.9768,-12.3188,-0.0002,-5.372,3.4935,4.2193,-6.8826,11.3045,17.9689,4.0289,-6.2502
2353 宏碁,現股當沖比重,3.27,8.33,7.59,2.71,2.99,3.43,7.11,14.37,4.2,2.61,5.66,15.89,5.25,9.3
2354 鴻準,月報酬率 %,-14.2858,-1.0869,2.9508,-9.3419,-14.2856,-4.9181,-7.0403,1.2366,10.2289,-7.7563,11.8618,1.2081,2.5197,15.1358
2354 鴻準,現股當沖比重,10.67,12.52,6.87,7.01,4.51,6.9,5.74,4.48,10.27,2.17,1.64,4.31,1.52,3.32
2355 敬鵬,月報酬率 %,-9.4674,13.8955,-2.1788,-2.4499,14.3835,5.5889,-2.4576,16.279,-3.1665,12.5642,9.7857,-3.482,1.0101,12.0991
2355 敬鵬,現股當沖比重,3.35,11.27,7.27,8.81,3.88,8.04,1.94,5.22,6.73,7.78,8.3,8.87,2.48,6.47
2356 英業達,月報酬率 %,-8.1198,-16.9917,4.6982,19.8719,1.6044,13.4211,13.225,-2.4589,-14.2857,4.6567,1.6394,5.2997,14.7405,-4.8485
2356 英業達,現股當沖比重,2.37,3.1,5.12,6.05,4.53,5.04,10.91,6.53,7.77,12.77,6.83,6.37,10.16,7.54
2357 華碩,月報酬率 %,-5.158,10.7835,-4.5608,3.0088,-7.2166,0.7409,-0.1839,0.7366,5.6675,-1.903,-1.2347,-5.1784,4.5199,2.1322
2357 華碩,現股當沖比重,1.67,2.74,4.06,5.3,1.92,1.31,2.51,2.94,4.08,2.05,1.83,5.54,1.11,0.58
2358 廷鑫,月報酬率 %,-12.7451,-11.4608,14.8477,3.3148,-11.2299,10.8434,8.6958,-0.1,-10.3103,-10.7143,-6.8749,-3.49,-0.5562,6.1538
2358 廷鑫,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359 所羅門,月報酬率 %,-8.5443,-3.1141,-1.7855,3.9999,2.4476,3.7542,7.8947,-6.4026,6.1889,-7.9756,1.0001,-0.4224,-0.3545,2.4909
2359 所羅門,現股當沖比重,0,0,0,0,0,0,0,0,8.23,3.95,5.4,0,0.46,6.69
2360 致茂,月報酬率 %,-2.1998,-15.9376,4.6468,3.0195,-0.5171,10.7454,2.1908,7.9634,-1.8439,3.4683,9.2179,-1.7902,4.8177,4.7131
2360 致茂,現股當沖比重,1.64,0.92,0.64,1.13,2.16,0,4.62,2.79,1.13,7.39,1.3,11.18,8.21,3.54
2362 藍天,月報酬率 %,-7.155,-4.153,20.1665,-2.6354,-14.245,4.8171,1.9018,-0.7774,-8.9341,-2.7539,-1.4159,1.5154,6.2617,1.2134
2362 藍天,現股當沖比重,0.92,5.16,5.06,4.83,0.5,2.94,11.87,0.53,0.94,1.44,3.46,3.36,0,3.53
2363 矽統,月報酬率 %,-7.8741,-10.7692,3.4483,15.7407,7.2001,3.4327,-3.0305,6.5477,-5.5864,-0.1479,-3.9999,-4.0122,8.0387,-2.232
2363 矽統,現股當沖比重,0,0,0,0,0,0,0,0,3.43,1.81,0,0.35,0,2.37
2364 倫飛,月報酬率 %,-13.7254,-7.3866,18.4049,125.9067,-26.6056,-24.3752,-32.6446,10.4295,-2.7779,-1.7143,-12.7907,14.6668,4.6513,-6.1111
2364 倫飛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365 昆盈,月報酬率 %,-3.8278,-7.7614,-1.0787,10.687,-6.9058,3.6653,4.4197,4.2329,1.4213,-9.9097,2.1111,2.0673,-2.5134,3.3407
2365 昆盈,現股當沖比重,0,0,0,0,0,0,0,3.38,0,1.21,6.8,1.27,0,0.76
2367 燿華,月報酬率 %,-0.6872,-10.8226,-1.4564,14.2857,0.431,11.5881,-10,0.8548,0.0001,-5.0849,-10.2679,3.98,1.7427,2.719
2367 燿華,現股當沖比重,0,0,0,0,0,0,0,1.16,11.25,0.63,0,0.07,0.91,4.79
2368 金像電,月報酬率 %,-13.0435,-21.5454,13.9049,15.4628,-16.8283,5.5085,-9.8391,0.5567,-0.886,-9.4973,-3.5802,9.3472,32.904,0.4404
2368 金像電,現股當沖比重,0,0,0,0,0,0,0,14.04,0.91,6.07,10.18,5.28,3.82,12.57
2369 菱生,月報酬率 %,-5.1402,-10.2782,6.9823,8.96,-8.3247,0.1107,-8.186,6.6265,4.0676,-8.7947,6.7858,-2.1182,17.9502,12.4375
2369 菱生,現股當沖比重,0,0,0,0,0,0,0,0,0,3.5,1.43,1.94,6.56,14.76
2371 大同,月報酬率 %,-15.6522,-11.3401,-1.9382,17.1939,-8.938,3.3333,-6.9892,1.5413,1.8977,-6.1453,0.7934,0.5906,4.6967,2.9909
2371 大同,現股當沖比重,0,0,0,2.78,5.3,4.57,2.44,2.96,1.59,1.15,0.2,3.67,19.07,1.73
2373 震旦行,月報酬率 %,-0.5825,1.5624,-3.8462,2.4,-1.1718,0.9881,4.1093,2.2558,3.8603,-1.2391,0.1793,-0.6823,-2.4856,1.961
2373 震旦行,現股當沖比重,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0
2374 佳能,月報酬率 %,-15.3613,2.4909,12.5001,11.1112,0.0275,-0.637,-14.1026,2.7364,-2.6633,-7.2139,-14.2092,4.3751,5.0897,-0.2849
2374 佳能,現股當沖比重,0,0,0,0,0,0,0,1.25,0.48,0,7.55,10.48,1.98,1.29
2375 智寶,月報酬率 %,-11.2725,6.5574,5.4567,-7.6924,-2.7778,0,-3.9285,4.0892,-4.2857,0.7463,-2.5926,9.1254,8.0139,1.3657
2375 智寶,現股當沖比重,0,0,0,0,0,0,0,0,0,5.74,0,0.53,0,0
2376 技嘉,月報酬率 %,-11.8045,9.7607,13.2486,8.9745,3.8235,3.2579,-5.0756,4.0463,-1.3891,-2.8167,5.3627,5.2271,12.9223,7.9012
2376 技嘉,現股當沖比重,1.36,2.82,1.71,2.16,6.85,2.3,3.52,2.67,0.16,0,0.31,0.78,5.08,5.05
2377 微星,月報酬率 %,-7.0511,-3.5316,10.9345,18.6382,28.7007,10.2111,-13.4184,9.5941,11.2234,3.9352,0.9709,13.6537,17.7664,15.6047
2377 微星,現股當沖比重,8.78,4.11,1.11,8.2,17.28,8.99,9.6,10.76,16.22,17.9,4.16,10.55,12.4,13.86
2379 瑞昱,月報酬率 %,-21.4916,-5.9581,6.3648,22.0433,-1.0278,16.7656,4.4474,2.0682,5.4826,2.147,-2.2126,13.0095,15.6157,9.9568
2379 瑞昱,現股當沖比重,11.23,4.68,10.57,13.69,3.08,8.22,10.63,5.54,10.83,9.82,10.61,6.34,11.17,4.34
2380 虹光,月報酬率 %,-10.828,1.4285,2.8168,0.5481,1.2263,4.0376,-6.0802,1.3774,-2.7172,-1.257,-1.2731,0.1432,2.289,-3.3569
2380 虹光,現股當沖比重,0,0,0,0,0,0,0,3.07,1.6,2.54,0,0,12.03,4.81
2382 廣達,月報酬率 %,-11.0472,-1.9671,-4.5151,-2.8021,-8.1082,3.9217,0.566,5.441,-0.0001,-7.4734,11.5383,5.1726,6.3935,-3.8627
2382 廣達,現股當沖比重,0.82,2.49,1.6,0.92,1.35,0.73,4.02,4.68,2.52,2.37,0.82,3.11,1.1,1.81
2383 台光電,月報酬率 %,8.1529,13.1939,1.9718,-7.8731,-4.7975,-9.4487,-0.5217,5.7692,1.3223,-6.0358,14.0625,14.46,-3.5904,25.8153
2383 台光電,現股當沖比重,16.44,20.44,12.26,11.87,8.05,4.95,14.78,4.52,10.01,13.89,4.71,12.07,7.03,12.19
2385 群光,月報酬率 %,4.7843,-1.0916,-6.1881,2.3746,-2.964,-4.117,-5.1246,5.8393,14.2068,-6.4009,1.4192,-2.1507,9.3719,-0.5069
2385 群光,現股當沖比重,0,6.59,3.44,1.23,6.18,2.3,12.78,6.85,2.79,6.61,2.68,2.09,3.2,2.13
2387 精元,月報酬率 %,-22.2929,-3.2355,13.3047,10.606,-2.3971,4.2104,-3.572,1.6668,4.9181,-4.6875,8.5246,-2.1147,5.5556,0.585
2387 精元,現股當沖比重,0,0,0,0,0,0,0,0,9.24,2.4,3.02,2.58,4.46,1.65
2388 威盛,月報酬率 %,-1.359,4.3305,30.9433,22.1902,-4.4812,8.642,1.3636,-0.7848,14.1244,43.5646,-6.8964,-7.0371,0.3984,-11.9048
2388 威盛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390 云辰,月報酬率 %,1.4957,-13.2632,9.9514,1.9866,1.2986,-9.6154,-1.1821,-3.3493,3.2179,-8.1534,14.6214,-7.9727,-0.4951,-6.4729
2390 云辰,現股當沖比重,0,0,0,0,0,0,0,3.29,9.65,7.2,19.42,18.58,2.72,7.71
2392 正崴,月報酬率 %,-17.2609,7.3416,1.5467,3.5908,-10.6092,6.933,-6.7032,1.7668,-1.389,-2.5822,-0.1204,1.0858,3.3412,-6.7108
2392 正崴,現股當沖比重,2.64,5.08,0.83,6.88,1.45,0.8,4.51,1.47,2.06,0.61,2.11,2.14,0.69,4.32
2393 億光,月報酬率 %,-23.2672,-6.235,26.8543,-0.3022,-13.0433,11.0465,17.487,6.4172,-10.2177,-15.5785,2.873,12.3523,4.898,-2.3121
2393 億光,現股當沖比重,10.56,2.95,9.75,7.57,4.18,2.79,13.62,12.87,3.11,4.84,5.69,5.43,2.97,6.12
2395 研華,月報酬率 %,0.4717,-2.817,8.6955,3.7778,-8.1372,-1.3986,-4.0188,13.3005,2.826,-3.5938,5.7018,3.942,1.4317,4.637
2395 研華,現股當沖比重,8,7.93,5.72,2.46,2.37,2.61,6.23,4.12,1.69,2.17,1.62,5.13,1.08,5.28
2397 友通,月報酬率 %,-12.0763,-13.0707,1.7804,17.201,-3.7314,20.2844,-4.5113,14.7356,-3.3332,22.7182,-5.4548,-10.8392,4.8807,14.4556
2397 友通,現股當沖比重,0,0,0,0,0,0,0,8.87,0.84,11.02,7.39,0.88,1.29,10.83
2399 映泰,月報酬率 %,-14.2168,-5.8988,4.4774,1,-0.283,0.8512,1.9691,10.3449,-8.4997,1.0928,-2.4323,8.172,22.2792,-3.3508
2399 映泰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,1.02,14.72,3.26
2401 凌陽,月報酬率 %,-20.6492,-13.9317,17.6468,-0.3844,-12.3553,2.6432,-2.5752,1.7622,13.4198,-4.5803,-8.0004,4.7826,6.224,-2.6272
2401 凌陽,現股當沖比重,6.39,10.49,11.66,0,0,0,0,2.83,4.37,5.62,5.99,20.13,1.99,18.64
2402 毅嘉,月報酬率 %,-13.5677,-16.4558,9.697,3.3151,-16.5777,-0.9614,-0.0001,6.149,4.2683,-10.5263,-12.4184,12.3136,-0.9967,-4.027
2402 毅嘉,現股當沖比重,3.31,20.26,2.53,0,0,0,0,1.45,2.63,5.42,6.73,2.66,2.25,2.72
2404 漢唐,月報酬率 %,0.9546,-2.5641,16.6117,8.1806,8.9962,1.6746,0.8234,15.8693,2.7192,-10.7844,6.9231,8.0163,-0.7286,4.0883
2404 漢唐,現股當沖比重,0,0,0,0,0,0,3.29,3.53,1.28,1.88,2.36,3.53,1.42,3.16
2405 浩鑫,月報酬率 %,-17.6597,-18.6047,10.1585,8.0693,-2.8,-0.1371,9.2035,5.9118,14.0144,-4.479,2.8353,-3.1813,-3.2858,12.3443
2405 浩鑫,現股當沖比重,0,0,0,0,0,0,0,8.31,5.93,11.78,11.2,4.22,7.67,10.91
2406 國碩,月報酬率 %,-12.1146,-19.7998,20.625,31.8651,33.2023,4.7198,-8.7324,-2.7777,-13.0159,-12.0438,11.8255,-6.4935,-8.7302,-4.7825
2406 國碩,現股當沖比重,0,0,0,0,0,0,15.98,15.2,14.34,17.91,19.14,16.38,13.05,9.59
2408 南亞科,月報酬率 %,-30.2313,17.2265,-9.0908,9.7262,6.7415,9.6624,-10.6126,0.8568,-3.0339,-5.6321,5.3049,-0.7556,2.5905,-0.5307
2408 南亞科,現股當沖比重,18.88,21.12,11.5,13.94,11.02,13.21,20.68,8.7,4.77,8.66,4.73,4.99,7.58,2.27
2409 友達,月報酬率 %,-23.1725,3.9604,-7.5238,-1.4419,-8.6729,11.3273,-9.8663,2.7366,7.325,-2.7922,-3.6172,20.861,22.0622,-3.4747
2409 友達,現股當沖比重,11.01,19.56,6.55,7.11,3.17,11.5,12.43,12.49,5.63,7.87,5.9,17.78,17.5,9.72
